RUL,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure7,SensorMeasure8,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure15,SensorMeasure17,SensorMeasure20,SensorMeasure21
41,643.22,1589.68,1409.3,553.89,2387.95,47.48,521.61,2388.01,8.4243,394,38.87,23.4068
40,642.66,1586.88,1416.42,553.95,2388.0,47.46,521.64,2387.99,8.4432,396,38.8,23.2577
39,643.01,1595.3,1410.89,552.99,2388.04,47.48,521.63,2388.06,8.4453,395,38.94,23.251
38,642.46,1596.92,1409.87,553.21,2388.01,47.38,521.42,2387.99,8.4531,393,38.72,23.2873
37,642.62,1592.95,1414.64,553.64,2388.01,47.43,520.74,2388.08,8.4348,395,38.6,23.2724
36,642.51,1587.81,1404.95,552.75,2388.05,47.57,522.02,2388.11,8.4221,393,38.59,23.2359
35,643.5,1590.29,1412.13,553.41,2388.05,47.61,521.54,2388.1,8.4673,394,38.74,23.3566
34,642.69,1592.0,1410.23,553.27,2388.08,47.71,521.72,2388.13,8.4673,393,38.71,23.1459
33,642.36,1585.28,1415.33,553.9,2388.07,47.4,521.62,2388.06,8.4708,394,38.56,23.2619
32,643.13,1594.73,1414.11,554.05,2388.06,47.62,520.94,2388.04,8.4617,392,38.74,23.1588
31,642.42,1591.26,1410.07,554.59,2388.03,47.66,521.41,2388.08,8.4673,395,38.83,23.1801
30,642.81,1598.64,1410.85,552.84,2388.03,47.55,521.54,2388.1,8.4677,394,38.75,23.366
29,642.06,1590.76,1411.55,553.29,2388.03,47.52,521.24,2388.07,8.4839,394,38.92,23.2684
28,642.78,1596.3,1416.51,553.65,2387.99,47.56,520.8,2388.08,8.4286,395,38.84,23.1209
27,643.34,1587.42,1418.81,552.44,2388.07,47.54,521.44,2388.05,8.4793,396,38.74,23.2117
26,642.65,1588.68,1419.31,552.76,2387.99,47.61,521.16,2388.05,8.4426,395,38.6,23.2698
25,642.67,1596.45,1417.79,552.98,2388.11,47.65,521.23,2388.07,8.4719,394,38.68,23.1415
24,643.08,1600.75,1409.2,553.76,2388.06,47.69,521.11,2388.08,8.488,396,38.91,23.2077
23,643.33,1591.12,1410.65,553.24,2388.11,47.77,521.29,2388.09,8.4692,394,38.84,23.1579
22,642.83,1596.06,1421.92,553.07,2388.04,47.68,520.72,2388.05,8.4857,396,38.78,23.0752
21,642.71,1600.12,1417.16,552.69,2388.06,47.65,521.02,2388.09,8.4822,394,38.68,23.1974
20,642.91,1600.75,1417.84,553.08,2388.03,47.94,520.29,2388.1,8.4596,396,38.7,23.2743
19,643.02,1594.41,1416.99,552.56,2388.09,47.89,520.94,2388.0,8.471,394,38.64,23.2122
18,643.28,1597.42,1408.66,553.21,2388.14,47.62,521.33,2388.1,8.4773,396,38.64,23.1549
17,643.13,1594.97,1413.88,552.92,2388.12,47.81,520.44,2388.12,8.4626,395,38.79,23.1464
16,643.07,1601.76,1421.3,553.06,2388.1,47.68,520.6,2388.06,8.478,397,38.43,23.1378
15,643.4,1601.0,1407.63,553.0,2388.1,47.97,521.03,2388.09,8.5016,397,38.58,23.2
14,643.29,1594.66,1421.11,552.89,2388.08,47.64,521.04,2388.13,8.5073,397,38.41,23.1774
13,643.33,1598.76,1415.13,553.18,2388.06,47.59,520.88,2388.1,8.5131,395,38.72,23.1518
12,643.35,1601.96,1422.96,552.45,2388.08,47.87,520.87,2388.1,8.4863,396,38.45,23.1485
11,643.43,1600.6,1418.94,553.21,2388.06,47.8,521.0,2388.06,8.4868,396,38.52,23.1516
10,643.08,1598.16,1425.57,552.01,2388.13,48.01,520.72,2388.1,8.5087,395,38.6,23.2172
9,643.71,1603.59,1419.42,552.2,2388.1,47.9,520.73,2388.06,8.5139,395,38.65,23.1358
8,643.59,1604.0,1418.92,552.25,2388.12,47.95,520.88,2388.1,8.4945,395,38.4,23.1297
7,643.36,1606.43,1426.57,552.39,2388.07,47.93,521.02,2388.07,8.5171,395,38.51,23.1291
6,643.87,1598.18,1430.13,552.29,2388.11,47.78,520.47,2388.15,8.4576,395,38.36,23.2052
5,642.95,1604.22,1419.28,551.99,2388.05,47.92,520.97,2388.12,8.4938,396,38.5,23.0366
4,643.75,1608.61,1426.16,552.33,2388.16,47.76,520.14,2388.12,8.4803,397,38.64,23.1457
3,643.82,1598.89,1420.08,550.98,2388.09,48.04,520.68,2388.11,8.5145,395,38.51,23.0815
2,644.18,1600.93,1425.22,551.62,2388.11,48.0,520.29,2388.12,8.4947,396,38.59,23.0387
1,643.39,1600.58,1429.6,551.83,2388.19,48.12,520.76,2388.2,8.5112,397,38.49,23.0147
0,644.02,1609.54,1435.19,551.65,2388.52,47.98,520.53,2388.55,8.4923,398,38.45,23.0188
171,642.65,1585.71,1394.7,554.13,2388.14,47.69,521.92,2388.11,8.4409,392,38.89,23.3721
170,642.42,1593.58,1400.03,553.43,2388.08,47.44,521.18,2388.1,8.4322,392,38.85,23.2555
169,642.6,1593.09,1410.91,552.92,2388.09,47.45,521.78,2388.09,8.3939,392,38.91,23.3312
168,643.16,1589.06,1402.44,553.71,2388.08,47.42,521.86,2388.1,8.4385,394,38.81,23.3245
167,642.07,1585.92,1406.07,553.36,2388.13,47.3,521.3,2388.12,8.4046,394,38.91,23.3379
166,642.55,1593.88,1412.78,553.5,2388.12,47.34,521.6,2388.05,8.45,392,39.04,23.3846
165,642.35,1587.41,1403.04,553.45,2388.08,47.5,521.76,2388.04,8.4698,392,39.04,23.4062
164,642.63,1588.18,1407.92,553.93,2388.08,47.49,521.72,2388.05,8.4035,392,38.77,23.4709
163,642.71,1572.98,1400.44,553.78,2388.11,47.46,521.76,2388.11,8.4011,392,38.87,23.2853
162,642.46,1591.97,1411.79,553.24,2388.03,47.49,521.58,2388.08,8.3946,393,38.88,23.429
161,642.49,1585.55,1403.58,554.03,2388.1,47.59,521.96,2388.06,8.4247,393,38.91,23.3262
160,643.33,1588.89,1407.71,553.15,2388.08,47.52,521.59,2388.1,8.4066,394,38.75,23.3193
159,642.96,1588.41,1401.59,554.25,2388.08,47.27,521.47,2388.04,8.4144,394,38.95,23.2478
158,643.09,1584.49,1400.98,554.27,2388.04,47.51,521.58,2388.09,8.4358,394,39.02,23.2697
157,642.4,1580.48,1406.37,554.39,2388.14,47.5,521.72,2387.98,8.4241,392,38.96,23.3323
156,643.08,1594.84,1405.9,554.13,2388.09,47.32,521.63,2388.08,8.4041,393,38.97,23.2768
155,642.63,1581.38,1402.37,553.87,2388.04,47.49,521.85,2388.05,8.3793,393,39.03,23.2617
154,642.55,1584.62,1401.8,553.85,2388.11,47.34,521.99,2388.09,8.4304,394,39.0,23.3598
153,642.65,1585.16,1401.74,553.72,2388.1,47.18,521.58,2388.1,8.4135,392,38.8,23.471
152,642.62,1589.33,1410.94,553.84,2388.04,47.42,521.46,2388.09,8.4509,393,38.79,23.256
151,642.68,1591.44,1407.02,553.36,2388.09,47.53,521.46,2388.08,8.4351,392,38.96,23.2967
150,642.69,1590.2,1402.06,553.93,2388.09,47.55,521.54,2388.08,8.4588,391,38.86,23.2582
149,642.64,1586.31,1403.05,553.89,2388.04,47.4,521.82,2388.08,8.4232,393,38.92,23.4326
148,643.12,1585.76,1399.39,553.18,2388.13,47.45,521.42,2388.09,8.4293,393,38.99,23.3995
147,642.88,1591.03,1396.96,552.73,2388.09,47.44,521.41,2388.07,8.4058,393,38.87,23.3572
146,642.9,1586.17,1405.04,553.55,2388.11,47.53,521.37,2388.09,8.4342,392,39.02,23.4094
145,642.57,1582.8,1408.74,553.95,2388.15,47.53,521.45,2388.11,8.4271,393,38.88,23.3326
144,642.53,1584.89,1407.07,553.47,2387.98,47.39,521.76,2388.09,8.4429,394,38.72,23.2892
143,642.69,1588.32,1405.24,553.56,2388.1,47.4,521.68,2388.13,8.42,393,38.72,23.3482
142,642.61,1589.44,1405.61,553.9,2387.99,47.65,521.13,2388.06,8.4442,392,38.84,23.2398
141,642.42,1583.82,1405.05,553.72,2388.06,47.35,521.82,2388.13,8.4217,393,38.95,23.3924
140,642.29,1587.91,1408.66,553.0,2388.09,47.49,521.92,2388.07,8.4101,392,39.01,23.3438
139,642.19,1586.51,1401.11,554.04,2388.06,47.31,521.47,2388.04,8.4186,392,39.12,23.4086
138,642.55,1586.15,1408.11,553.31,2388.07,47.36,521.63,2388.15,8.4326,393,38.92,23.3377
137,642.5,1585.77,1404.51,553.89,2388.05,47.37,521.84,2388.03,8.4279,392,38.91,23.3598
136,642.22,1592.15,1411.93,553.42,2388.0,47.46,521.25,2388.15,8.4441,392,38.91,23.356
135,642.79,1585.3,1406.96,553.38,2388.13,47.35,522.25,2388.1,8.4495,393,38.92,23.2589
134,642.54,1583.17,1405.01,553.36,2388.11,47.51,522.39,2388.09,8.4264,394,39.0,23.1759
133,642.87,1589.74,1402.28,553.81,2388.14,47.48,521.79,2388.04,8.4485,392,38.67,23.3824
132,642.43,1591.92,1409.06,554.14,2388.07,47.49,521.36,2388.14,8.4151,393,38.99,23.3045
131,642.5,1590.12,1404.31,554.33,2388.08,47.3,521.46,2388.12,8.4204,394,38.9,23.322
130,642.3,1591.12,1406.26,553.95,2388.06,47.49,521.33,2388.07,8.4492,392,38.9,23.299
129,642.08,1595.6,1396.66,553.92,2388.09,47.43,521.86,2388.12,8.4607,394,38.96,23.4068
128,642.35,1590.0,1405.38,552.95,2388.09,47.64,521.51,2388.09,8.4333,393,38.87,23.3188
127,642.26,1584.41,1405.56,554.66,2388.08,47.48,521.71,2388.04,8.4623,394,38.82,23.3781
126,642.72,1583.27,1404.31,553.78,2388.09,47.71,521.67,2388.14,8.4426,392,39.13,23.3543
125,642.47,1592.7,1407.69,553.22,2388.09,47.39,521.5,2388.1,8.4185,393,38.94,23.2281
124,642.29,1582.93,1404.54,552.99,2388.09,47.6,521.62,2388.09,8.4264,394,38.83,23.1595
123,642.19,1598.5,1401.84,553.57,2388.08,47.45,521.64,2388.04,8.4628,393,38.86,23.3232
122,642.71,1577.76,1405.06,553.2,2388.12,47.58,521.52,2388.08,8.4519,392,38.88,23.2795
121,642.64,1584.72,1415.17,553.91,2388.07,47.58,521.88,2388.04,8.4269,392,38.88,23.2593
120,642.38,1585.92,1412.02,553.52,2388.1,47.46,521.06,2388.05,8.4747,392,38.78,23.2637
119,642.64,1585.77,1403.92,553.1,2388.08,47.45,521.48,2388.13,8.4371,393,38.78,23.3264
118,642.25,1588.5,1404.14,554.72,2388.09,47.37,521.75,2388.1,8.4047,394,38.74,23.4052
117,642.59,1589.74,1403.18,554.11,2388.08,47.48,521.74,2388.05,8.4028,392,38.8,23.3363
116,642.57,1589.2,1398.14,553.27,2388.09,47.68,521.78,2388.1,8.3963,393,39.07,23.4159
115,642.39,1589.9,1399.21,553.27,2388.1,47.39,521.89,2388.1,8.4713,392,38.82,23.3174
114,642.74,1588.23,1411.0,554.02,2388.05,47.57,521.25,2388.14,8.4305,393,38.91,23.3908
113,642.48,1587.68,1406.69,553.21,2388.08,47.43,521.47,2388.08,8.4778,392,39.03,23.3373
112,642.3,1587.31,1404.39,552.82,2388.08,47.56,521.68,2388.05,8.4377,392,38.83,23.2594
111,642.88,1590.93,1402.93,553.55,2388.11,47.4,521.93,2388.09,8.4296,392,38.8,23.3212
110,642.91,1584.11,1411.56,553.58,2388.03,47.43,521.56,2388.11,8.4387,393,38.67,23.3777
109,642.53,1585.47,1408.66,553.38,2388.07,47.29,521.21,2388.11,8.446,392,38.83,23.3433
108,642.62,1587.04,1403.72,553.13,2388.09,47.56,521.15,2388.11,8.4224,392,38.76,23.2791
107,643.1,1590.29,1419.87,553.02,2388.08,47.43,521.44,2388.05,8.4251,393,38.78,23.2634
106,642.45,1589.17,1404.86,554.4,2388.12,47.55,520.96,2388.13,8.4743,394,38.75,23.3067
105,642.17,1587.3,1402.94,552.76,2388.06,47.63,521.53,2388.09,8.4374,396,38.89,23.1706
104,642.47,1584.26,1408.68,553.11,2388.12,47.6,521.52,2388.07,8.4326,393,38.84,23.3267
103,642.81,1587.11,1409.76,553.94,2388.11,47.53,521.7,2388.06,8.4451,392,38.85,23.2355
102,642.59,1594.65,1409.92,553.84,2388.09,47.5,521.34,2388.07,8.4375,394,38.99,23.3392
101,642.48,1590.17,1403.92,554.27,2388.11,47.55,521.26,2388.09,8.4199,392,38.75,23.3169
100,642.58,1590.69,1403.56,553.17,2388.12,47.45,521.15,2388.15,8.4293,395,38.93,23.22
99,642.89,1591.5,1409.54,553.63,2388.09,47.28,521.32,2388.01,8.4345,392,38.74,23.1732
98,642.57,1584.33,1406.79,553.84,2388.08,47.46,521.69,2388.13,8.4231,393,38.99,23.2808
97,642.71,1590.34,1402.72,553.23,2388.07,47.65,521.33,2388.08,8.3943,393,39.01,23.2827
96,642.1,1588.98,1405.72,553.95,2388.03,47.36,521.43,2388.12,8.4303,392,38.97,23.3629
95,643.31,1590.56,1408.98,553.24,2388.13,47.7,521.47,2388.08,8.4462,392,38.73,23.3321
94,643.26,1584.5,1399.87,553.54,2388.12,47.49,521.26,2388.11,8.4375,391,38.95,23.2266
93,642.56,1589.95,1411.1,553.86,2388.08,47.44,521.75,2388.09,8.4239,394,38.84,23.2801
92,642.84,1595.45,1406.51,553.02,2388.16,47.47,521.73,2388.09,8.483,392,38.7,23.4935
91,642.71,1590.54,1406.2,552.75,2388.1,47.61,521.19,2388.16,8.4545,393,38.72,23.3879
90,642.79,1585.05,1408.53,552.76,2388.07,47.52,521.94,2388.1,8.4244,394,38.81,23.3402
89,642.24,1589.99,1404.68,552.72,2388.1,47.45,521.71,2388.13,8.4413,394,38.81,23.2702
88,642.03,1589.82,1410.36,553.54,2388.01,47.43,521.5,2388.05,8.4371,394,38.81,23.3668
87,642.49,1587.62,1407.37,553.13,2388.11,47.44,521.88,2388.08,8.4021,394,38.8,23.2185
86,642.59,1589.61,1400.67,553.63,2388.09,47.43,522.08,2388.1,8.4452,393,38.74,23.3103
85,643.16,1589.59,1410.81,553.66,2388.05,47.48,521.13,2388.09,8.4121,393,38.83,23.3153
84,642.81,1589.63,1407.24,553.92,2388.09,47.38,521.59,2388.1,8.4232,393,38.73,23.3286
83,642.3,1603.74,1410.34,553.11,2388.1,47.7,521.02,2388.04,8.3921,393,38.74,23.2692
82,642.69,1590.54,1404.47,554.29,2388.09,47.36,521.1,2388.06,8.4537,393,38.8,23.2696
81,642.86,1588.89,1403.53,553.11,2388.08,47.51,522.05,2388.1,8.4689,392,38.68,23.2542
80,643.35,1592.58,1405.79,553.76,2388.09,47.67,521.44,2388.08,8.4545,394,38.71,23.3524
79,642.54,1582.42,1406.59,553.78,2388.08,47.43,521.13,2388.06,8.4475,393,38.85,23.3505
78,642.5,1587.1,1412.45,553.5,2388.06,47.44,521.75,2388.12,8.469,393,38.87,23.102
77,642.51,1591.07,1407.51,554.12,2388.14,47.6,521.27,2388.11,8.4657,393,38.81,23.3185
76,642.72,1589.67,1415.13,553.77,2388.11,47.31,521.71,2388.07,8.462,393,38.77,23.2764
75,642.36,1589.06,1412.54,553.23,2388.1,47.57,521.33,2388.08,8.4645,394,38.7,23.2482
74,642.68,1586.01,1416.64,553.34,2388.1,47.54,521.31,2388.06,8.4774,394,38.67,23.2896
73,642.71,1589.22,1412.3,553.2,2388.12,47.56,521.51,2388.14,8.4628,394,38.84,23.3365
72,642.47,1587.22,1407.08,553.25,2388.1,47.59,521.37,2388.07,8.4418,393,38.67,23.2864
71,643.24,1590.59,1409.48,552.7,2388.03,47.36,521.43,2388.1,8.4569,394,38.87,23.2161
70,643.19,1583.86,1409.59,553.27,2388.13,47.67,521.5,2388.08,8.4491,393,38.89,23.2671
69,642.5,1597.45,1413.69,553.89,2388.1,47.63,521.35,2388.06,8.4503,393,38.8,23.3327
68,642.63,1595.18,1412.56,553.37,2388.09,47.53,521.72,2388.14,8.4723,395,38.58,23.3522
67,642.58,1593.8,1414.52,553.57,2388.05,47.59,521.19,2388.11,8.4567,392,38.91,23.3025
66,642.21,1588.56,1413.47,553.06,2388.13,47.68,521.5,2388.13,8.4554,393,38.89,23.3917
65,642.6,1591.71,1401.65,553.49,2388.09,47.52,521.64,2388.08,8.4336,392,38.71,23.2783
64,642.95,1587.13,1406.0,553.06,2388.09,47.57,520.86,2388.1,8.4256,393,38.75,23.3807
63,642.29,1591.57,1413.09,552.92,2388.11,47.56,521.27,2388.09,8.4354,394,38.89,23.3013
62,642.54,1594.34,1402.25,552.79,2388.09,47.59,521.5,2388.04,8.4388,393,38.97,23.3262
61,643.16,1594.15,1412.5,553.75,2388.11,47.41,521.78,2388.15,8.4483,395,38.79,23.3958
60,643.11,1591.99,1407.55,553.35,2388.11,47.58,521.3,2388.09,8.4796,394,38.66,23.3286
59,642.45,1592.23,1406.55,552.96,2388.12,47.65,521.51,2388.12,8.4517,394,38.73,23.4086
58,642.69,1594.03,1409.34,552.43,2388.14,47.56,521.01,2388.12,8.4547,393,38.79,23.2735
57,642.8,1591.34,1407.75,553.42,2388.11,47.54,521.16,2388.09,8.4102,394,38.9,23.3267
56,643.24,1592.96,1410.35,553.12,2388.07,47.55,521.38,2388.11,8.4696,393,38.75,23.2716
55,643.09,1587.04,1416.93,552.95,2388.1,47.6,521.15,2388.09,8.4731,393,38.85,23.2779
54,643.1,1598.22,1409.86,552.96,2388.15,47.55,521.1,2388.14,8.4662,395,38.82,23.3381
53,642.93,1601.9,1411.48,553.42,2388.04,47.84,521.26,2388.07,8.449,393,38.77,23.3238
52,642.95,1589.43,1414.06,552.7,2388.09,47.4,521.5,2388.11,8.4353,396,38.75,23.2008
51,642.34,1595.83,1412.15,553.35,2388.09,47.65,520.92,2388.08,8.4781,393,38.71,23.3712
50,642.32,1583.33,1420.57,552.62,2388.1,47.51,521.25,2388.08,8.4488,394,38.75,23.2756
49,643.41,1594.83,1414.63,552.77,2388.09,47.66,521.18,2388.07,8.465,393,38.86,23.2641
48,643.54,1594.6,1418.02,553.64,2388.07,47.57,521.22,2388.12,8.4651,394,38.63,23.1732
47,643.0,1587.03,1414.03,552.89,2388.1,47.78,521.43,2388.14,8.4778,394,38.86,23.2735
46,642.73,1592.98,1417.84,552.97,2388.1,47.53,521.12,2388.1,8.4656,394,38.73,23.2664
45,643.08,1591.67,1408.61,552.61,2388.11,47.69,521.15,2388.06,8.4479,394,38.71,23.263
44,642.52,1591.75,1412.43,552.97,2388.1,47.71,520.5,2388.1,8.4591,393,38.58,23.2718
43,642.64,1591.77,1414.79,552.7,2388.12,47.83,521.19,2388.12,8.4318,394,38.68,23.2551
42,643.19,1592.78,1418.57,552.43,2388.14,47.88,520.72,2388.07,8.4593,394,38.61,23.2274
41,643.08,1594.65,1413.4,552.41,2388.12,47.61,520.73,2388.11,8.4571,394,38.77,23.2466
40,643.45,1595.35,1411.76,552.82,2388.11,47.92,520.98,2388.08,8.4639,393,38.67,23.1271
39,643.27,1596.23,1410.27,552.75,2388.12,47.7,521.03,2388.15,8.5138,394,38.64,23.2095
38,642.97,1590.9,1419.92,552.62,2388.1,47.56,520.64,2388.13,8.4321,395,38.68,23.176
37,643.45,1589.47,1411.56,553.02,2388.05,48.04,520.92,2388.16,8.4498,393,38.69,23.2795
36,643.23,1586.91,1415.23,552.87,2388.14,47.83,521.04,2388.18,8.4507,395,38.66,23.0745
35,642.89,1592.32,1415.1,552.57,2388.14,47.69,521.2,2388.11,8.4793,395,38.81,23.2652
34,642.87,1595.57,1410.28,552.78,2388.16,47.78,521.15,2388.09,8.4557,393,38.72,23.3655
33,643.35,1596.72,1412.09,553.33,2388.09,47.83,520.85,2388.09,8.4402,395,38.79,23.2684
32,643.25,1599.01,1417.27,552.82,2388.14,47.68,520.56,2388.12,8.477,394,38.68,23.2201
31,642.84,1599.81,1414.42,553.38,2388.18,47.92,521.09,2388.14,8.4785,394,38.71,23.2168
30,642.92,1600.22,1415.97,552.8,2388.17,47.72,520.72,2388.14,8.4789,394,38.63,23.3223
29,643.15,1599.66,1420.32,553.24,2388.11,47.7,520.72,2388.11,8.4854,394,38.67,23.2419
28,643.13,1597.01,1419.5,552.61,2388.13,47.83,520.99,2388.09,8.4966,393,38.68,23.2181
27,642.95,1595.3,1418.11,552.2,2388.08,47.8,520.16,2388.14,8.4605,394,38.7,23.1871
26,643.42,1595.04,1421.76,552.32,2388.13,47.95,520.93,2388.15,8.4472,396,38.77,23.0987
25,643.14,1595.7,1422.39,552.09,2388.14,47.65,520.38,2388.14,8.4745,396,38.67,23.2111
24,643.12,1598.39,1419.37,553.0,2388.15,47.83,521.51,2388.08,8.4484,396,38.79,23.1724
23,643.65,1598.24,1418.29,552.7,2388.14,47.94,520.36,2388.1,8.4778,395,38.56,23.2713
22,643.57,1595.96,1416.97,552.07,2388.1,47.98,520.33,2388.09,8.4712,394,38.65,23.0672
21,643.53,1603.99,1413.38,551.8,2388.14,47.89,521.06,2388.11,8.4844,395,38.59,23.0649
20,642.71,1601.85,1426.08,552.42,2388.09,47.83,520.1,2388.1,8.4716,396,38.53,23.1546
19,643.24,1598.63,1414.98,551.85,2388.14,47.8,520.06,2388.12,8.4573,395,38.54,23.1331
18,642.9,1600.59,1421.96,552.18,2388.16,47.9,520.66,2388.13,8.4994,395,38.41,23.1594
17,643.15,1595.63,1420.77,551.36,2388.15,47.85,520.88,2388.13,8.5067,395,38.69,23.2001
16,643.43,1601.63,1412.51,552.84,2388.13,47.86,520.13,2388.17,8.4705,395,38.58,23.1307
15,644.37,1595.33,1416.67,551.55,2388.14,48.02,520.14,2388.18,8.5038,396,38.67,23.0836
14,643.24,1603.2,1422.86,552.14,2388.16,47.96,520.34,2388.17,8.527,395,38.59,23.1506
13,643.82,1597.65,1420.06,551.58,2388.15,48.01,520.52,2388.13,8.5194,394,38.52,23.0807
12,643.75,1599.06,1423.18,552.83,2388.16,48.21,519.84,2388.19,8.4952,395,38.57,23.1486
11,643.61,1596.16,1424.31,551.76,2388.15,48.05,520.19,2388.22,8.507,398,38.7,23.0713
10,643.56,1597.76,1426.7,551.86,2388.17,48.01,520.49,2388.14,8.515,396,38.54,23.1078
9,643.67,1603.32,1421.99,552.21,2388.19,47.96,520.12,2388.16,8.5415,396,38.4,23.1444
8,643.44,1600.31,1424.57,551.36,2388.16,48.0,519.82,2388.16,8.532,397,38.5,23.113
7,643.43,1601.09,1425.62,552.69,2388.16,48.19,520.61,2388.16,8.5099,397,38.45,23.0497
6,643.36,1606.08,1426.33,551.7,2388.11,48.08,520.51,2388.18,8.4909,395,38.39,23.0767
5,643.25,1599.64,1431.86,551.67,2388.18,47.91,520.02,2388.18,8.5475,396,38.44,23.0666
4,643.27,1605.39,1424.66,551.99,2388.19,48.07,519.95,2388.18,8.5478,394,38.43,23.0102
3,643.0,1604.8,1427.89,551.78,2388.21,47.96,519.55,2388.22,8.5028,394,38.4,23.0611
2,643.52,1605.43,1428.3,552.02,2388.19,48.26,520.38,2388.23,8.5246,395,38.56,23.0791
1,643.9,1599.63,1424.11,551.35,2388.17,48.19,519.53,2388.17,8.52,397,38.41,23.0279
0,643.62,1605.19,1434.09,551.21,2388.18,48.04,520.44,2388.22,8.5322,396,38.23,22.954
152,642.2,1586.71,1398.93,554.78,2387.93,47.12,522.03,2388.05,8.4242,392,39.12,23.4108
151,641.7,1580.85,1403.05,554.12,2388.0,47.22,522.72,2387.97,8.3931,391,39.05,23.4484
150,642.05,1577.46,1404.75,554.38,2387.99,47.03,522.66,2388.04,8.4203,392,39.21,23.4586
149,642.6,1586.51,1399.61,553.7,2388.04,47.18,522.84,2387.96,8.4187,392,38.94,23.3548
148,642.2,1584.74,1401.17,554.29,2388.04,47.15,522.37,2387.99,8.374,394,39.0,23.4887
147,641.92,1583.24,1399.53,554.33,2387.96,47.21,522.4,2387.97,8.4409,392,39.01,23.4372
146,642.34,1586.99,1394.65,554.63,2388.03,47.49,522.45,2388.01,8.3901,392,39.03,23.3065
145,642.14,1583.18,1402.85,554.72,2387.99,47.01,522.85,2387.97,8.4037,393,38.85,23.4653
144,642.5,1584.76,1396.58,554.6,2388.03,47.15,522.32,2387.98,8.4054,392,38.88,23.3633
143,642.44,1583.31,1402.04,554.63,2388.02,47.29,522.41,2388.09,8.3829,391,38.79,23.2399
142,642.23,1578.93,1398.67,554.36,2388.01,47.26,522.55,2388.0,8.3986,393,39.06,23.3523
141,642.57,1582.23,1396.26,554.54,2387.99,47.24,522.21,2387.97,8.4099,392,39.23,23.3973
140,642.06,1584.35,1394.71,554.05,2388.02,47.11,522.53,2388.02,8.3987,390,39.02,23.445
139,641.82,1588.73,1397.98,554.17,2388.03,47.35,522.14,2388.0,8.4239,394,38.96,23.3263
138,642.19,1576.99,1395.51,554.24,2387.99,47.31,522.21,2388.06,8.4099,391,39.06,23.2863
137,642.52,1583.81,1398.96,554.75,2388.01,47.34,522.43,2388.02,8.3675,392,38.86,23.4538
136,642.09,1584.47,1408.99,554.53,2387.99,47.1,522.56,2388.05,8.3942,391,39.17,23.347
135,642.66,1586.93,1398.41,555.07,2387.99,47.02,522.03,2387.98,8.4166,391,39.1,23.4334
134,641.91,1583.52,1393.44,554.62,2387.96,47.22,522.39,2388.0,8.3833,391,39.1,23.3751
133,641.64,1578.53,1398.74,553.95,2388.04,47.09,522.68,2387.99,8.4251,391,38.93,23.353
132,642.06,1581.99,1395.18,554.67,2388.07,47.32,521.96,2388.03,8.4245,393,39.0,23.5519
131,642.06,1584.11,1398.84,554.59,2388.04,47.3,521.92,2388.04,8.3996,392,39.06,23.3882
130,642.17,1587.24,1400.08,553.67,2388.05,47.35,522.4,2388.0,8.4208,394,39.02,23.4076
129,642.51,1584.95,1402.97,554.25,2388.01,47.28,522.32,2388.04,8.4064,391,39.01,23.4342
128,642.14,1581.47,1396.7,554.4,2388.01,47.15,522.13,2388.02,8.3992,391,39.0,23.4705
127,641.76,1580.05,1396.15,553.84,2387.98,47.25,522.29,2388.01,8.3656,391,39.0,23.4348
126,642.32,1582.39,1399.68,554.52,2388.05,47.21,521.72,2388.06,8.3758,391,39.06,23.4295
125,642.37,1586.12,1397.24,554.55,2388.03,47.16,522.37,2388.01,8.3945,392,38.83,23.4577
124,642.21,1589.3,1393.27,554.93,2387.99,47.35,522.18,2387.97,8.4261,391,39.12,23.4114
123,641.98,1587.54,1404.47,553.92,2388.02,47.28,522.04,2388.06,8.3866,391,39.14,23.4249
122,642.48,1589.18,1398.78,554.5,2388.01,47.3,522.34,2388.04,8.3961,391,38.94,23.4398
121,641.98,1584.62,1398.58,553.64,2388.0,47.19,521.96,2388.02,8.3691,394,38.93,23.354
120,641.96,1584.08,1402.64,554.12,2388.01,47.3,522.25,2387.98,8.4019,390,38.84,23.5443
119,642.42,1582.25,1396.8,554.6,2388.03,47.38,521.99,2388.05,8.3771,391,38.87,23.3753
118,642.1,1586.79,1396.63,555.25,2388.03,47.4,522.29,2388.0,8.3797,392,39.09,23.3618
117,642.36,1586.9,1393.82,553.46,2388.01,47.41,521.89,2388.03,8.3766,392,38.99,23.442
116,641.99,1581.52,1392.3,554.22,2388.01,47.26,522.38,2387.99,8.3932,391,39.04,23.3466
115,642.21,1584.63,1395.58,553.09,2388.01,47.28,521.47,2387.98,8.4335,392,38.85,23.3588
114,642.16,1590.79,1392.99,554.66,2387.96,47.23,522.33,2388.01,8.4302,393,39.12,23.4243
113,642.18,1581.15,1396.98,553.77,2388.0,47.2,522.74,2388.02,8.4123,390,38.96,23.4495
112,642.26,1586.91,1403.3,554.31,2388.03,47.18,522.48,2388.02,8.4239,392,39.21,23.3799
111,642.44,1581.24,1396.97,553.29,2388.08,47.39,521.65,2388.04,8.3664,392,39.06,23.4386
110,642.13,1585.74,1405.19,554.16,2388.03,47.29,522.27,2388.04,8.4361,394,39.05,23.2935
